timestamp_s,thrust_raw,thrust_gf,torque_ncm,efficiency_gpw,voltage_mv,current_a,throttle_pct
7.013606,-452402,107.787,0.1144,3.8346,7816.250,3.596250,66
7.101694,-452521,107.614,0.1250,3.8880,7818.750,3.540000,100
7.192646,-452560,107.558,0.1267,3.6387,7820.000,3.780000,100
7.290144,-452401,107.788,0.1272,1.5948,7166.250,9.431250,100
7.378321,-447721,114.578,0.0459,1.7816,7230.000,8.895000,100
7.465922,-427162,144.405,-0.5429,2.2800,7231.250,8.758750,100
7.541753,-410024,169.269,-0.9708,2.7079,7241.250,8.632500,100
7.647516,-404969,176.603,-0.9981,2.7779,7238.750,8.782500,100
7.751239,-403866,178.203,-1.0261,2.8834,7241.250,8.535000,100
7.830087,-403810,178.284,-0.9998,2.8638,7233.750,8.606250,100
7.924510,-404106,177.855,-0.9827,2.8463,7243.750,8.626250,100
8.000594,-404473,177.323,-1.0038,2.8710,7245.000,8.525000,100
8.118319,-404876,176.738,-1.0747,2.8494,7237.500,8.570000,100
8.208263,-405246,176.201,-1.1233,2.8274,7227.500,8.622500,100
8.299138,-405616,175.664,-1.1222,2.8749,7222.500,8.460000,100
8.391629,-405966,175.157,-1.1485,2.8698,7218.750,8.455000,100
8.481013,-406294,174.681,-1.1080,2.8850,7196.250,8.413750,100
8.568821,-406715,174.070,-1.0753,2.8909,7172.500,8.395000,100
8.657569,-407334,173.172,-1.1003,2.8884,7173.750,8.357500,100
8.746889,-408005,172.198,-1.0910,2.8785,7167.500,8.346250,100
8.839136,-408610,171.321,-1.0746,2.8871,7168.750,8.277500,100
8.931661,-409132,170.563,-1.0686,2.8903,7156.250,8.246250,100
9.022263,-409554,169.951,-1.0569,2.8968,7135.000,8.222500,100
9.120103,-410073,169.198,-1.0433,2.8855,7131.250,8.222500,100
9.226758,-410385,168.745,-1.0736,2.8814,7138.750,8.203750,100
9.304803,-410757,168.206,-1.0628,2.8827,7146.250,8.165000,100
9.395615,-411030,167.810,-1.0555,2.8411,7138.750,8.273750,100
9.487363,-411205,167.556,-1.0596,2.8562,7148.750,8.206250,100
9.578843,-411356,167.337,-1.0566,2.8564,7147.500,8.196250,100
9.667998,-411436,167.221,-1.0664,2.8492,7156.250,8.201250,100
9.754526,-411653,166.906,-1.0570,2.8411,7167.500,8.196250,100
9.843758,-411376,167.308,-1.0388,2.8317,7163.750,8.247500,100
9.961699,-411163,167.617,-1.0449,2.8610,7151.250,8.192500,100
10.048051,-411176,167.598,-1.0735,2.8537,7151.250,8.212500,100
10.136878,-411211,167.547,-1.0958,2.8653,7146.250,8.182500,0
