timestamp_s,thrust_raw,thrust_gf,torque_ncm,efficiency_gpw,voltage_mv,current_a,throttle_pct
6.908030,-498110,35.667,0.0055,2.9865,8236.250,1.450000,66
6.984375,-498004,35.821,0.0064,2.8649,8232.500,1.518750,66
7.090783,-498023,35.793,0.0105,2.9488,8236.250,1.473750,66
7.168991,-497963,35.880,0.0142,2.8477,8235.000,1.530000,100
7.286175,-497994,35.835,0.0110,1.1554,7696.250,4.030000,100
7.364373,-497597,36.411,-0.0003,1.3522,7981.250,3.373750,100
7.441060,-490513,46.689,-0.1848,1.7868,7993.750,3.268750,100
7.548805,-478611,63.956,-0.3488,2.4593,7992.500,3.253750,100
7.638614,-475568,68.371,-0.2704,2.5923,7986.250,3.302500,100
7.746076,-475479,68.500,-0.2686,2.5397,7988.750,3.376250,100
7.823852,-475493,68.480,-0.2785,2.5656,7982.500,3.343750,100
7.932436,-475700,68.179,-0.2826,2.5834,7976.250,3.308750,100
8.010199,-475669,68.224,-0.2839,2.5580,7976.250,3.343750,100
8.116124,-475643,68.262,-0.2774,2.5685,7975.000,3.332500,100
8.192939,-475739,68.123,-0.2843,2.6013,7975.000,3.283750,100
8.299252,-475782,68.060,-0.2919,2.5440,7980.000,3.352500,100
8.376613,-475869,67.934,-0.3001,2.5499,7982.500,3.337500,100
8.482529,-475963,67.798,-0.2852,2.5813,7971.250,3.295000,100
8.559831,-475942,67.828,-0.2898,2.6185,7961.250,3.253750,100
8.665816,-475979,67.775,-0.2812,2.5887,7963.750,3.287500,100
8.743464,-475842,67.973,-0.2855,2.6004,7966.250,3.281250,100
8.851872,-475787,68.053,-0.2735,2.6001,7967.500,3.285000,100
8.930080,-475729,68.137,-0.2739,2.6193,7961.250,3.267500,100
9.036272,-475697,68.184,-0.2788,2.6012,7961.250,3.292500,100
9.113369,-475604,68.319,-0.2736,2.6044,7955.000,3.297500,100
9.200962,-475684,68.203,-0.2885,2.5794,7961.250,3.321250,100
9.277942,-475725,68.143,-0.2806,2.6461,7957.500,3.236250,100
9.383651,-475833,67.986,-0.2756,2.6039,7945.000,3.286250,100
9.460452,-475928,67.849,-0.2835,2.6500,7957.500,3.217500,100
9.567078,-475766,68.084,-0.2709,2.5969,7953.750,3.296250,100
9.644325,-475734,68.130,-0.2684,2.6718,7950.000,3.207500,100
9.750744,-475824,67.999,-0.2811,2.6479,7953.750,3.228750,100
9.827402,-475900,67.889,-0.2882,2.6149,7948.750,3.266250,100
9.933088,-475819,68.007,-0.2778,2.6478,7948.750,3.231250,100
10.034258,-475936,67.837,-0.2784,2.6100,7936.250,3.275000,100
10.140367,-475867,67.937,-0.2754,2.6006,7952.500,3.285000,100
